source,title,processed_text,url,label
https://www.bbc.com/somali,bbc newssomali,bbc newssomali,https://www.bbc.com/somali,1 = Real News
https://www.bbc.com/somali,u gudub qaybta macluumaadka,u gudub qaybta macluumaadka,https://www.bbc.com/somali#content,1 = Real News
https://www.bbc.com/somali,saynis iyo caafimaad,sayni iyo caafimaad,https://www.bbc.com/somali/topics/c2dr4lek2r9t,1 = Real News
https://www.bbc.com/somali,toosinternetka iiraan oo goan iyo khumaini oo ku eedeeyay dibad baxayaasha kuwa raaligalinaya trump,toosinternetka iiraan oo goan iyo khumaini oo ku eedeeyay dibad baxayaasha kuwa raaligalinaya trump,https://www.bbc.com/somali/live/c620z037j36t,1 = Real News
https://www.bbc.com/somali,duuliyihii meydka siyaad barre sida qarsoodiga ku keenay soomaaliya oo markii ugu horreysay hadlay,duuliyihii meydka siyaad barr sida qarsoodiga ku keenay soomaaliya oo markii ugu horreysay hadlay,https://www.bbc.com/somali/articles/cgrd2ykz2v7o,1 = Real News
https://www.bbc.com/somali,intee leeg yahay kaydka shidaalka ee venezuela,inte leeg yahay kaydka shidaalka ee venezuela,https://www.bbc.com/somali/articles/cz7yv511wj7o,1 = Real News
https://www.bbc.com/somali,hogaamiyaha ku meel gaarka ah ee venezuela oo shaqada ka ceyrisay janaraalkii masuulka ka ahaa ilaalada maduro,hogaamiyaha ku meel gaarka ah ee venezuela oo shaqada ka ceyrisay janaraalkii masuulka ka ahaa ilaalada maduro,https://www.bbc.com/somali/articles/c0jvgw3j10po,1 = Real News
https://www.bbc.com/somali,talaabada trump ee venezuela miyey khatar ku tahay ganacsiga shiinaha,talaabada trump ee venezuela miyey khatar ku tahay ganacsiga shiinaha,https://www.bbc.com/somali/articles/c4g0m9lj95eo,1 = Real News
https://www.bbc.com/somali,dalal muslim ah oo ay ka mid yihiin kuwa ku jira heshiiska abraham oo ka hor yimid aqoonsiga israaiil ee somaliland,dalal muslim ah oo ay ka mid yihiin kuwa ku jira heshiiska abraham oo ka hor yimid aqoonsiga israaiil ee somaliland,https://www.bbc.com/somali/articles/ce8rm45gkd6o,1 = Real News
https://www.bbc.com/somali,trump oo war hor leh ka sheegay qorshaha mustaqbalka maraykanka ee venezuela,trump oo war hor leh ka sheegay qorshaha mustaqbalka maraykanka ee venezuela,https://www.bbc.com/somali/articles/c20d4drd43wo,1 = Real News
https://www.bbc.com/somali,shan qodob oo ugu waaweynaa khudbadii uu jeediyey madaxweyne xasan sheekh iyo wixii uu ka yiri somaliland,qodob oo ugu waaweynaa khudbadii uu jeediyey madaxweyn xasan sheekh iyo wixii uu ka yiri somaliland,https://www.bbc.com/somali/articles/c17zqzql7jlo,1 = Real News
https://www.bbc.com/somali,waxa aynu ka ognahay iyo waxa aynaan ka ogayn ee ku saabsan toogashadii ice ee minneapolis,waxa aynu ka ognahay iyo waxa aynaan ka ogayn ee ku saabsan toogashadii ice ee minneapoli,https://www.bbc.com/somali/live/cx2xy2q6d69t,1 = Real News
https://www.bbc.com/somali,jawaabta soomaaliya ka bixisay hogaamiyaha yemen ka soo baxsaday ee sii dhex maray ka hor intuusan u dhoofin abu dhabi,jawaabta soomaaliya ka bixisay hogaamiyaha yemen ka soo baxsaday ee sii dhex maray ka hor intuusan u dhoofin abu dhabi,https://www.bbc.com/somali/articles/cjw1240ex2no,1 = Real News
https://www.bbc.com/somali,dawladda soomaaliya oo hadal ka soo saartay eedeyn ka timid maraykanka oo la xiriirta gargaar la lunsaday,dawladda soomaaliya oo hadal ka soo saartay eedeyn ka timid maraykanka oo la xiriirta gargaar la lunsaday,https://bbc.in/3LDdvqf,1 = Real News
https://www.bbc.com/somali,maxay xooluhu u cunaan lafaha iyo carrada,maxay xooluhu u cunaan lafaha iyo carrada,https://www.bbc.com/somali/articles/cp37yywg4eno,1 = Real News
https://www.bbc.com/somali,halkan uga soo biir,halkan uga soo biir,https://whatsapp.com/channel/0029Vb7CBbA0rGiHILXDlJ3u,1 = Real News
https://www.bbc.com/somali,maxay somaliland uga dhigan tahay in imaaraadka iyo midowga afrika ay taageereen mowqifka soomaaliya,maxay somaliland uga dhigan tahay imaaraadka iyo midowga afrika ay taageereen mowqifka soomaaliya,https://www.bbc.com/somali/articles/c62nqj05g9do,1 = Real News
https://www.bbc.com/somali,qodista ceelkii shidaal ee ugu horreeyay soomaaliya ayaa la bilaabi doonaa deegaankee ayay baddaas ku aadan tahay,qodista ceelkii shidaal ee ugu horreeyay soomaaliya ayaa la bilaabi doonaa deegaanke ayay baddaa ku aadan tahay,https://www.bbc.com/somali/articles/cjdj35kpgnko,1 = Real News
https://www.bbc.com/somali,maxay tahay diyaaradda fly lili ee hargeysa keentay wasiirka arrimaha dibadda israaiil,maxay tahay diyaaradda fli lili ee hargeysa keentay wasiirka arrimaha dibadda israaiil,https://www.bbc.com/somali/articles/c1dkg2v1ggqo,1 = Real News
https://www.bbc.com/somali,barasaabka ay hareeyeen fadeexada lacag lunsashada soomaalida oo ka tanaasulay dib u doorashadiisa,barasaabka ay hareeyeen fadeexada lacag lunsashada soomaalida oo ka tanaasulay dib u doorashadiisa,https://www.bbc.com/somali/articles/cd0ye9n3y59o,1 = Real News
https://www.bbc.com/somali,sidee khudbadihii jimcaha looga hadlay aqoonsiga israaiil ee somaliland,side khudbadihii jimcaha looga hadlay aqoonsiga israaiil ee somaliland,https://www.bbc.com/somali/articles/cx2x4k6n0yeo,1 = Real News
https://www.bbc.com/somali,warar dheeraad ah oo ka soo kordhay taariikhda la bilaabi doono qodista shidaalka soomaaliya iyo maraakiibta qodaysa,warar dheeraad ah oo ka soo kordhay taariikhda la bilaabi doono qodista shidaalka soomaaliya iyo maraakiibta qodaysa,https://www.bbc.com/somali/articles/crml2n73mx7o,1 = Real News
https://www.bbc.com/somali,laba sano kadib murankii itoobiya iyo soomaaliya sidee haatan yahay xaalka labada dal,laba sano kadib murankii itoobiya iyo soomaaliya side haatan yahay xaalka labada dal,https://www.bbc.com/somali/articles/cvgxllxgpq3o,1 = Real News
https://www.bbc.com/somali,muxuusan sannadka cusub uga wada bilaaban da janaayo dalalka dunida oo dhan,muxuusan sannadka cusub uga wada bilaaban da janaayo dalalka dunida oo dhan,https://www.bbc.com/somali/articles/clygndj2q77o,1 = Real News
https://www.bbc.com/somali,ka ciyaaryahan ee ugu sareeyay kubada cagta aduunka,ka ciyaaryahan ee ugu sareeyay kubada cagta aduunka,https://www.bbc.com/somali/articles/cm2y4l3791qo,1 = Real News
https://www.bbc.com/somali,wareegga kalareebta ee ka kooxood ee qaramada afrika afcon oo la shaaciyey kooxaha u soo baxay,wareegga kalareebta ee ka kooxood ee qaramada afrika afcon oo la shaaciyey kooxaha u soo baxay,https://www.bbc.com/somali/articles/czej5xlj3elo,1 = Real News
https://www.bbc.com/somali,garoonka tababarka taekwondo da ee ka dhaxeeya soomaaliya iyo itoobiyo oo laga furay addis ababa,garoonka tababarka taekwondo da ee ka dhaxeeya soomaaliya iyo itoobiyo oo laga furay addi ababa,https://www.bbc.com/somali/articles/cgexwple4l3o,1 = Real News
https://www.bbc.com/somali,daaman jabay ilko daatay iyo malyan maxaan kala soconnaa cayaartii feerka ee dhex martay joshua iyo jake paul,daaman jabay ilko daatay iyo malyan maxaan kala soconnaa cayaartii feerka ee dhex martay joshua iyo jake paul,https://www.bbc.com/somali/articles/c98907y7gj4o,1 = Real News
https://www.bbc.com/somali,soomaaliya iyo waddan oo afrikaan ah oo aan waligood imaan wareegga kama dambaysta ee koobka qaramada afrika,soomaaliya iyo waddan oo afrikaan ah oo aan waligood imaan wareegga kama dambaysta ee koobka qaramada afrika,https://www.bbc.com/somali/articles/cj4qk9r1j99o,1 = Real News
https://www.bbc.com/somali,muxuu yahay isbeddelka lagu sameeyey koobka qaramada qaarasda afrika maxaase la soo kordhiyey,muxuu yahay isbeddelka lagu sameeyey koobka qaramada qaarasda afrika maxaas la soo kordhiyey,https://www.bbc.com/somali/articles/cj4qgl8lk8eo,1 = Real News
https://www.bbc.com/somali,saalax ma qaadi doonaa koobka afcon ayadoo morocco ay isha ku hayso sharaf ay dalkeeda u soo jiiddo,saalax qaadi doonaa koobka afcon ayadoo morocco ay isha ku hayso sharaf ay dalkeeda u soo jiiddo,https://www.bbc.com/somali/articles/cvgrzv8k7rdo,1 = Real News
https://www.bbc.com/somali,maxay ka dhignayd macsalaamayntii maxamed saalax ee taageerayaasha liverpool iyadoo wali suaalo dul hoganayaan,maxay ka dhignayd macsalaamayntii maxam saalax ee taageerayaasha liverpool iyadoo wali suaalo dul hoganayaan,https://www.bbc.com/somali/articles/cgmn442xzvno,1 = Real News
https://www.bbc.com/somali,cunto laga helo guryaha soomaalida oo ay isticmaali jireen boqorrada oo kaliya,cunto laga helo guryaha soomaalida oo ay isticmaali jireen boqorrada oo kaliya,https://www.bbc.com/somali/articles/cz9vwj1820do,1 = Real News
https://www.bbc.com/somali,maxaad ka xusuusataa dadka caanka ah ee geeriyooday,maxaad ka xusuusataa dadka caanka ah ee geeriyooday,https://www.bbc.com/somali/articles/c741gkgyejjo,1 = Real News
https://www.bbc.com/somali,afar goobood oo ku yaalla adduunka oo aan la ogolayn in cag la dhigo,afar goobood oo ku yaalla adduunka oo aan la ogolayn cag la dhigo,https://www.bbc.com/somali/articles/cn4djry28xpo,1 = Real News
https://www.bbc.com/somali,maxaad ka taqaan taariikhda fanka ee fuaad axmed ilkacase oo ku geeriyooday jabuuti,maxaad ka taqaan taariikhda fanka ee fuaad axm ilkacas oo ku geeriyooday jabuuti,https://www.bbc.com/somali/articles/cd9zyx3ly2xo,1 = Real News
https://www.bbc.com/somali,sidee wadaadkaan soomaaliga ah uu jeer quraanka oo dhan gacantiisa ugu qoray,side wadaadkaan soomaaliga ah uu jeer quraanka oo dhan gacantiisa ugu qoray,https://www.bbc.com/somali/articles/c80wwx9en1eo,1 = Real News
https://www.bbc.com/somali,muxuu hogaamiyaha masiixiyiinta booqashadiisii ugu horreysay uga bilaabay dalkan muslinka ah ee xiriirka dhow la leh soomaaliya,muxuu hogaamiyaha masiixiyiinta booqashadiisii ugu horreysay uga bilaabay dalkan muslinka ah ee xiriirka dhow la leh soomaaliya,https://www.bbc.com/somali/articles/cy5gkrz73dpo,1 = Real News
https://www.bbc.com/somali,eritrea oo xir xirtay culumo albaabbadana isugu dhufatay xarumo diinta lagu barto,eritrea oo xir xirtay culumo albaabbadana isugu dhufatay xarumo diinta lagu barto,https://www.bbc.com/somali/articles/c9d9lnxldydo,1 = Real News
https://www.bbc.com/somali,muuqaaldaawo wadaad iiraani ah oo af shiineys ku addimay oo baraha bulshada qabsaday muddada,muuqaaldaawo wadaad iiraani ah oo af shiiney ku addimay oo baraha bulshada qabsaday muddada,https://www.bbc.com/somali/articles/c3rjrdlwn5qo,1 = Real News
https://www.bbc.com/somali,masar oo markii ugu horreysay soo bandhigtay agabkii lala aasay mid ka mid ah boqorradii faraaciinta,masar oo markii ugu horreysay soo bandhigtay agabkii lala aasay mid ka mid ah boqorradii faraaciinta,https://www.bbc.com/somali/articles/cq50083y710o,1 = Real News
